10,11,13,14,16,40,32
10,20,24,30,37,39,19
11,18,22,23,25,41,31
11,14,24,26,30,39,41
11,14,20,36,39,42,23
6,10,12,13,14,35,27
9,13,15,35,37,39,10
10,14,17,20,31,41,39
2,3,18,28,36,41,23
6,19,21,28,31,39,4
3,5,9,10,13,24,7
13,15,16,21,27,38,39
7,12,15,31,33,41,27
4,15,21,28,33,35,31
3,16,17,29,34,37,33
2,5,21,25,34,42,3
24,27,32,33,37,38,13
2,5,7,9,28,35,19
1,5,18,25,30,32,21
21,28,30,33,35,42,37
15,20,22,36,38,40,32
11,18,20,21,38,40,22
3,15,19,23,27,31,17
7,25,32,34,37,39,20
1,13,14,21,28,42,19
3,7,12,21,34,42,38
3,5,15,17,24,41,21
5,12,15,21,27,38,16
9,27,34,37,38,40,6
4,6,23,25,26,27,2
15,18,19,27,28,29,6
5,10,19,24,38,40,21
8,12,14,22,39,41,38
6,8,11,16,22,29,23
4,6,23,27,29,35,11
4,5,22,24,39,42,11
2,10,16,24,26,41,14
1,10,17,24,28,41,6
4,7,18,21,31,36,15
4,22,24,26,27,37,18
8,11,20,25,27,33,19
9,12,16,24,27,28,14
1,10,16,29,33,35,20
6,10,12,23,25,35,5
1,13,20,22,27,37,31
2,11,16,20,28,32,10
6,13,26,33,34,39,35
17,21,26,28,37,41,34
11,20,22,23,33,34,42
3,4,10,25,36,41,40
3,5,10,15,24,28,26
1,5,14,24,39,41,36
9,11,12,21,37,41,27
11,14,25,26,29,34,38
9,10,11,14,20,36,39
1,6,9,18,28,34,40
4,14,25,28,35,39,7
4,17,23,26,27,32,7
5,17,27,32,35,40,37
4,9,18,31,35,36,29
2,11,12,21,24,41,28
6,10,15,28,36,37,2
3,12,26,33,36,40,22
6,20,25,30,35,42,3
1,9,12,16,22,25,42
2,17,22,23,30,34,9
12,15,19,35,36,40,29
2,11,15,20,24,36,32
4,13,15,28,29,38,41
12,19,31,36,37,39,28
13,17,21,23,33,36,29
4,9,12,28,33,40,41
3,6,16,22,26,32,24
7,8,9,14,36,39,30
7,17,19,23,33,37,21
6,8,19,22,32,39,4
9,11,23,24,27,32,26
4,12,19,29,33,41,30
11,14,21,22,23,28,25
1,3,14,22,30,40,13
14,27,33,34,36,38,30
7,19,21,24,28,36,26
6,10,15,17,28,32,26
3,23,24,34,37,40,5
8,15,19,21,23,31,25
9,21,22,31,32,42,27
1,2,11,15,25,27,33
1,3,25,28,31,40,33
2,5,18,30,31,34,39
10,24,31,33,35,39,16
5,7,22,31,32,34,14
13,15,20,22,32,35,34
6,12,16,31,35,42,2
2,5,12,25,33,39,41
5,28,32,34,41,42,40
2,3,16,25,34,42,13
3,8,17,24,33,34,38
2,4,9,33,36,41,40
3,4,15,19,20,28,7
9,16,24,29,30,40,13
6,20,23,28,36,37,7
1,24,25,29,31,37,18
4,14,17,27,34,35,1
1,11,12,21,36,40,24
14,19,21,24,33,36,39
3,8,22,28,33,41,35
1,10,11,34,39,42,18
2,17,18,24,26,40,30
1,2,5,22,23,40,19
9,12,16,28,34,39,32
2,12,29,32,36,41,22
1,6,8,9,14,25,16
5,11,24,33,39,40,26
5,19,31,33,36,38,4
8,9,18,23,24,36,25
1,6,23,31,35,37,19
7,11,12,32,33,34,21
9,17,23,36,37,40,3
7,9,19,20,36,37,30
2,8,13,26,31,38,25
1,6,10,14,18,25,13
3,5,7,12,24,32,38
7,11,13,29,34,41,18
15,18,19,24,38,41,39
4,11,17,26,29,33,14
12,13,30,35,37,40,15
12,19,26,35,37,42,20
6,12,18,25,28,36,29
7,8,11,17,33,37,12
1,4,8,18,24,40,34
1,21,23,24,34,35,22
7,11,15,30,36,41,18
23,27,28,33,39,40,4
3,5,13,17,35,42,8
22,31,32,33,41,42,4
5,10,12,23,25,35,7
5,15,21,29,37,41,24
3,8,18,20,22,28,40
4,9,17,29,37,40,18
5,17,20,26,33,35,24
7,13,14,16,20,42,11
7,25,32,37,39,41,29
4,8,9,34,37,42,32
4,13,30,32,33,42,39
11,18,22,24,32,42,4
1,20,21,22,30,40,28
2,4,26,36,40,41,42
4,7,12,27,29,37,20
1,12,14,20,26,42,34
8,10,14,17,18,21,6
10,20,25,27,30,40,5
23,26,29,30,32,35,19
1,3,6,12,37,42,23
3,10,14,27,31,41,1
13,18,20,38,40,41,22
2,17,30,35,39,42,36
4,9,25,26,34,35,23
10,17,22,25,28,35,19
4,5,8,13,22,32,12
8,18,23,30,40,41,6
7,10,12,15,21,23,29
5,15,26,34,35,38,36
3,4,7,11,15,32,2
7,9,10,11,22,25,2
12,14,16,21,22,34,40
8,13,32,34,40,42,11
3,15,26,30,35,41,14
18,22,23,24,34,42,19
7,9,12,14,15,28,25
2,9,11,18,35,38,26
1,14,16,17,31,36,42
10,17,25,27,28,30,8
6,9,15,23,38,42,28
5,6,17,21,33,40,34
2,12,28,34,36,40,26
10,24,31,38,39,42,35
1,2,16,28,32,40,33
21,26,27,32,34,40,24
2,15,31,33,34,38,24
3,23,24,28,35,41,27
12,14,21,25,28,36,3
8,18,22,29,33,38,41
1,5,12,14,22,29,24
2,4,9,26,31,42,8
4,6,19,21,22,38,39
2,12,30,35,36,37,32
1,9,17,19,37,40,30
2,3,11,19,21,27,42
1,3,6,18,23,35,40
2,7,12,28,30,31,36
4,9,12,16,23,28,18
10,18,22,24,31,39,42
8,16,26,32,36,37,17
6,7,16,21,34,42,14
11,14,20,33,35,38,9
2,16,23,26,33,34,29
10,11,19,22,30,42,14
11,13,26,30,37,39,31
5,13,18,24,25,28,7
2,6,11,19,37,42,14
1,8,22,24,28,29,40
12,14,16,23,27,36,30
5,19,31,35,36,39,7
6,8,12,20,30,31,26
14,27,29,32,38,40,1
7,8,24,27,30,40,12
3,19,24,30,40,41,5
9,12,13,17,18,28,41
10,22,30,36,38,39,2
3,7,11,21,25,36,27
2,8,30,32,40,42,19
11,19,26,32,35,39,29
8,13,21,22,25,40,9
6,11,12,21,37,39,30
3,4,11,18,28,32,12
3,16,24,33,38,41,7
16,18,19,34,35,37,30
2,7,8,15,25,28,40
5,7,12,13,26,35,15
1,3,6,14,24,33,37
5,8,12,16,21,38,9
1,2,12,14,34,37,13
2,7,9,11,16,24,20
5,9,14,29,34,38,28
1,15,21,23,29,31,32
1,2,21,22,25,37,14
3,11,14,16,17,25,31
8,25,27,32,33,35,36
2,15,26,29,31,37,13
9,12,17,23,28,38,2
11,17,30,32,34,36,20
1,10,13,20,31,35,37
4,11,17,20,23,34,29
4,6,13,29,32,37,33
3,12,13,17,18,21,35
6,14,19,31,33,34,2
3,16,25,27,29,35,23
13,22,23,25,34,37,16
3,7,9,12,29,32,38
8,16,25,28,36,37,3
1,4,8,13,25,34,19
2,3,8,10,13,29,11
10,15,24,27,32,36,30
3,9,17,19,28,30,29
1,11,19,29,30,32,4
2,21,26,31,36,38,23
3,20,23,31,36,37,17
5,10,24,35,37,38,16
8,15,19,23,27,37,33
4,13,15,24,33,35,26
7,20,21,23,25,34,10
1,5,8,9,26,29,22
4,5,14,17,35,37,34
10,11,22,26,30,37,1
2,9,12,17,20,37,34
14,25,26,34,37,38,8
11,18,26,29,34,35,30
1,9,19,25,31,34,5
3,4,19,28,29,30,15
2,4,12,14,18,30,5
1,6,10,12,29,36,25
3,4,5,19,20,29,11
17,22,23,28,30,38,8
5,9,21,25,32,36,37
1,14,21,24,36,37,23
1,8,10,12,16,38,30
4,7,24,32,34,38,1
4,6,9,11,18,19,10
9,15,16,17,25,28,23
7,8,12,16,22,31,34
6,17,21,31,34,37,8
1,21,27,28,33,37,26
6,8,15,17,20,34,27
1,3,11,14,20,30,23
8,12,17,19,35,36,23
4,6,15,20,32,35,12
20,23,24,25,27,33,26
10,12,18,25,32,38,1
4,16,19,29,32,37,27
6,8,15,19,24,25,11
4,19,20,23,26,37,7
3,8,22,24,29,33,16
9,12,15,18,27,29,35
11,16,20,25,30,35,31
1,11,13,14,17,37,30
3,7,13,15,23,27,6
6,8,10,12,13,18,21
21,23,29,32,35,38,6
8,17,27,32,35,37,4
1,11,18,20,23,36,38
5,8,14,19,21,36,2
6,12,13,19,20,28,17
7,14,19,20,26,35,22
11,18,19,24,26,38,2
1,14,16,21,26,37,15
2,4,12,19,23,32,15
3,15,21,29,34,38,16
9,25,27,29,30,31,24
16,25,26,32,34,35,17
9,10,12,24,30,32,19
7,11,20,31,32,33,10
1,8,11,14,16,33,38
6,11,14,24,31,37,9
12,17,24,31,35,38,15
9,13,16,27,30,35,4
1,3,5,11,12,25,9
5,7,18,32,37,38,23
11,12,19,23,24,31,28
2,6,7,27,32,36,31
3,5,9,17,30,38,13
14,20,21,29,35,37,34
2,3,16,20,21,33,11
5,6,7,25,27,33,14
8,9,16,23,34,38,13
4,6,21,23,26,36,7
2,6,7,14,16,34,20
2,6,8,15,29,36,19
2,8,13,17,18,22,16
5,17,18,20,21,29,33
3,5,11,17,23,36,34
1,11,14,29,36,37,31
1,10,13,14,28,32,22
1,6,19,20,25,29,33
3,6,8,13,31,35,24
1,21,23,29,36,37,35
2,12,15,22,25,37,10
1,8,12,13,34,35,10
9,17,26,28,31,33,37
14,15,17,19,22,24,26
1,7,10,30,32,35,12
5,8,14,18,20,33,6
4,6,9,11,12,22,3
1,21,25,28,35,38,2
1,3,21,34,35,38,27
6,18,19,22,31,37,8
15,23,24,26,31,37,20
7,8,9,15,19,29,12
6,8,11,18,35,37,22
1,4,5,17,26,31,16
9,10,14,22,24,35,2
4,18,25,32,33,38,23
3,7,13,26,29,37,16
8,17,20,25,26,31,24
3,10,14,15,21,28,35
6,8,17,29,35,36,25
8,10,16,27,30,38,15
12,16,32,33,37,38,29
9,10,12,13,25,33,14
12,13,14,21,23,35,10
2,9,10,22,26,27,6
3,9,29,31,36,38,32
14,16,22,23,36,37,21
14,18,19,20,26,34,30
4,7,12,16,25,38,8
10,18,26,30,35,37,38
6,12,25,29,34,38,15
2,10,13,26,30,33,38
2,3,11,22,34,38,24
4,15,17,20,21,28,14
8,13,17,25,30,38,15
3,6,11,12,18,32,2
6,12,13,25,34,36,37
5,8,14,16,28,33,17
3,4,8,20,24,32,11
3,17,20,23,24,33,7
2,3,8,23,31,35,16
4,18,20,25,26,35,11
4,13,17,22,30,31,8
4,14,18,29,33,34,26
2,8,12,22,25,38,37
3,7,17,20,21,25,16
2,19,25,28,31,33,11
5,7,10,16,23,34,33
1,14,23,29,31,34,7
7,9,17,19,23,26,16
11,15,27,29,37,38,4
5,6,7,8,15,27,13
1,14,15,16,23,36,12
7,11,12,17,19,33,34
10,12,22,23,28,33,3
2,20,23,25,32,34,24
4,6,9,16,19,32,8
1,5,18,32,34,37,27
5,6,13,28,30,37,27
8,13,21,22,24,27,2
20,23,30,32,34,37,1
5,8,11,12,19,27,1
5,8,20,21,22,23,1
14,19,22,23,28,32,2
5,8,13,24,29,31,33
4,7,8,22,27,35,38
3,17,23,25,32,33,21
12,14,25,30,31,38,8
3,13,18,23,25,30,28
3,8,9,13,16,19,18
3,6,16,18,29,34,23
6,11,25,33,34,36,27
1,4,15,26,28,31,19
2,3,17,20,25,34,38
9,14,18,20,22,28,2
8,15,22,29,31,34,11
8,11,18,22,23,38,37
1,6,7,26,32,36,13
7,8,12,14,16,23,5
2,4,18,22,33,35,31
4,5,14,16,34,37,2
3,5,13,18,20,23,34
1,2,5,11,20,29,24
1,15,17,27,36,37,14
2,5,7,11,18,28,3
10,11,12,14,19,35,25
8,9,12,22,32,36,38
9,17,20,23,34,38,14
5,6,22,23,30,36,8
9,14,16,19,35,37,2
1,7,10,19,24,28,35
8,13,15,20,27,38,33
2,7,9,30,32,37,19
5,8,9,18,23,35,15
8,9,11,12,30,38,34
2,9,27,29,34,36,38
7,10,12,16,21,26,5
4,9,11,15,22,25,32
2,3,7,8,10,36,13
9,10,11,14,19,38,26
16,22,26,28,33,38,37
8,22,23,28,36,38,24
7,10,12,18,22,33,1
3,4,6,17,21,28,31
8,20,22,25,29,33,13
1,5,6,12,17,25,21
9,17,18,29,33,38,35
1,7,9,12,19,22,37
2,9,18,20,23,25,14
8,9,15,18,26,27,20
11,17,18,29,34,38,37
5,17,18,26,36,37,9
1,2,12,23,28,36,35
2,6,11,14,22,31,36
8,13,16,25,30,38,35
3,6,11,18,26,38,34
1,9,14,19,21,25,26
2,5,7,14,15,23,29
8,9,18,21,27,37,12
1,2,14,24,26,35,15
1,2,10,20,25,31,15
1,2,9,15,25,28,8
14,21,26,32,37,38,11
3,6,10,19,25,28,32
4,6,9,17,27,29,18
3,10,13,14,28,30,35
15,16,24,25,26,34,33
1,3,4,7,35,37,9
6,10,12,24,32,33,16
7,10,11,19,26,37,5
9,12,16,24,30,33,2
3,17,21,28,34,36,26
2,4,10,20,24,30,22
8,10,14,28,32,36,31
13,15,25,27,31,37,2
3,11,13,15,23,28,7
6,9,12,13,33,39,21
16,21,27,30,31,47,35
2,4,25,26,34,43,41
18,19,28,29,30,34,12
14,15,20,29,32,39,43
13,28,29,32,33,34,43
2,6,13,34,40,44,14
22,29,34,36,44,46,37
4,6,11,22,42,48,23
17,22,26,29,37,43,31
14,17,20,25,43,48,15
1,2,26,31,39,40,38
7,13,18,19,25,37,14
4,21,25,32,37,43,2
3,6,17,23,28,32,45
8,12,23,24,45,46,36
1,11,17,25,41,45,32
12,15,22,23,41,48,17
8,12,17,18,19,34,37
8,14,21,22,30,31,48
1,2,7,26,38,43,4
6,16,20,25,33,46,12
2,12,14,30,41,46,29
11,17,21,36,43,49,5
11,13,15,21,35,38,37
3,7,42,45,46,49,8
16,24,25,26,39,44,30
5,14,26,38,41,43,4
24,25,26,30,36,48,45
13,14,20,30,37,45,1
13,17,19,26,39,45,11
3,11,19,20,22,28,13
22,25,29,31,34,46,49
1,10,13,33,34,46,7
3,9,13,28,40,48,39
6,27,40,44,45,47,11
3,4,10,23,25,26,33
4,10,11,14,32,36,9
2,4,18,20,32,49,30
6,28,30,34,43,46,9
1,16,17,30,36,49,44
6,22,27,34,42,44,36
1,17,30,31,32,45,33
1,4,31,32,34,35,33
6,15,25,37,41,49,3
2,10,16,22,30,33,41
5,12,41,43,45,46,33
5,11,30,34,44,48,40
6,9,11,17,22,36,44
11,17,29,36,44,49,33
12,17,19,22,27,42,48
6,10,11,16,29,44,37
7,19,27,31,42,46,39
4,5,7,13,24,30,49
3,4,8,25,36,42,32
2,5,32,38,42,49,44
2,3,7,26,30,49,6
11,15,24,27,37,46,1
1,15,28,38,41,42,24
20,31,33,40,42,46,30
3,11,19,21,40,42,14
13,14,21,24,27,30,20
5,17,19,26,28,43,25
11,16,27,33,34,40,7
5,6,11,16,19,42,10
10,22,31,32,41,48,24
13,29,31,38,45,46,43
14,31,34,37,42,48,29
4,22,28,29,44,47,32
9,16,18,32,41,47,46
12,25,26,31,36,42,29
7,13,14,20,21,49,34
8,10,11,21,23,44,42
7,19,26,37,38,46,29
5,6,8,9,10,43,13
1,15,16,33,35,48,10
26,27,40,41,42,43,28
7,13,15,20,22,47,19
12,15,21,23,25,35,24
3,6,19,22,31,32,5
1,7,10,32,42,45,26
4,23,36,39,45,47,25
10,21,23,25,38,42,33
3,10,20,21,24,48,26
6,13,30,34,38,44,48
10,12,13,24,31,40,47
1,10,25,28,38,49,23
23,26,31,33,36,38,21
12,24,25,27,34,36,39
9,12,17,28,40,43,13
8,11,14,17,23,33,30
7,11,20,38,39,45,30
2,14,27,28,44,49,30
3,4,9,10,27,31,26
4,12,23,30,35,48,46
5,16,23,28,38,47,49
2,8,11,12,26,35,47
16,28,35,44,46,48,26
5,15,24,37,38,39,6
2,12,18,22,34,36,8
3,4,13,26,39,42,18
3,5,18,23,40,45,41
1,8,16,22,24,30,14
3,18,33,34,43,49,2
5,10,27,37,39,46,8
6,23,39,45,46,47,18
1,3,14,17,36,49,10
1,2,15,21,31,35,33
7,14,16,38,45,49,25
1,23,26,27,33,41,18
14,17,30,31,36,47,28
3,25,39,44,45,48,13
2,17,31,35,37,46,3
7,8,19,30,43,48,49
11,31,41,44,47,49,25
19,26,28,33,38,46,48
5,7,24,26,30,47,36
12,14,21,23,25,30,3
6,11,21,22,35,41,27
2,4,36,41,42,48,34
14,21,25,27,43,47,5
25,28,31,32,34,36,43
1,6,16,34,36,40,38
1,3,16,31,42,48,23
5,12,19,21,33,42,9
7,10,12,22,30,34,8
2,5,6,19,38,45,1
7,10,23,44,45,47,38
1,2,9,25,28,44,42
20,22,28,38,41,47,25
5,15,28,29,33,40,26
5,15,23,29,31,44,17
2,6,9,24,27,45,49
18,20,25,36,48,49,21
11,20,40,41,45,49,36
4,5,22,33,36,43,26
1,16,25,34,36,38,41
4,5,15,20,29,39,34
1,3,29,35,43,47,40
5,14,18,34,44,47,10
1,2,7,9,16,29,15
15,28,29,31,32,47,18
1,6,11,37,41,44,4
2,4,14,24,27,46,28
2,8,9,10,21,31,44
3,9,16,18,41,48,22
4,8,11,15,16,25,43
4,15,21,30,41,46,48
3,4,9,10,28,45,37
4,6,13,22,30,44,5
9,14,25,31,36,46,40
8,12,16,25,28,45,49
4,20,22,28,47,48,43
4,10,18,34,40,43,3
10,17,22,37,43,49,8
2,4,5,9,35,45,48
2,15,17,31,32,38,11
6,12,21,27,36,48,18
1,11,14,18,35,43,25
3,22,31,43,46,47,14
7,11,13,25,30,40,6
11,22,26,28,33,37,42
5,12,25,27,41,44,18
9,14,24,27,37,41,12
2,13,16,36,44,47,21
9,20,26,29,40,41,21
24,28,37,38,43,45,18
9,20,22,31,45,46,3
13,15,33,37,38,41,47
3,8,11,36,38,49,19
17,18,23,24,25,28,41
2,4,6,21,25,46,28
9,10,36,40,42,43,41
6,12,20,43,47,48,41
5,8,22,26,27,44,10
3,10,11,36,37,45,29
4,24,28,30,35,39,19
4,15,23,41,44,45,46
3,26,29,38,43,45,28
2,11,35,37,48,49,5
4,18,26,37,41,44,6
1,8,19,23,38,40,5
3,15,16,25,40,48,18
2,8,24,28,31,48,15
6,11,23,29,45,49,26
3,11,26,43,46,48,5
27,30,35,39,43,47,25
11,13,14,21,42,47,22
7,8,17,22,27,44,28
6,8,23,26,28,36,37
5,10,22,26,31,48,41
6,8,17,19,30,47,23
16,17,23,32,42,48,2
4,7,19,30,36,46,48
2,13,29,39,44,49,35
2,3,4,17,27,39,15
7,13,23,33,34,42,30
9,11,30,41,47,49,4
2,14,23,25,26,40,6
7,30,38,39,40,43,13
25,31,34,40,41,47,15
13,18,26,28,35,48,42
26,28,29,30,36,37,18
7,16,32,39,45,49,30
3,20,21,22,26,27,25
12,22,24,26,27,47,40
1,2,7,8,27,45,19
6,7,10,13,31,39,18
6,15,22,25,35,41,32
18,23,26,38,39,48,45
8,20,22,39,45,46,31
7,11,22,24,28,30,35
4,12,15,19,26,31,41
3,11,18,20,21,26,24
1,11,16,21,23,40,10
10,29,30,32,43,47,35
4,5,13,26,32,42,46
2,8,12,20,26,33,13
11,15,18,25,29,49,5
12,21,34,37,38,39,27
3,15,21,23,36,49,10
5,6,18,23,26,29,16
2,14,18,21,37,43,13
7,12,16,17,19,33,39
9,17,18,27,36,42,10
5,8,24,31,32,39,4
5,7,9,15,31,34,38
6,13,15,17,18,22,3
4,21,25,35,39,42,45
3,9,18,42,45,46,5
12,28,30,40,47,49,3
7,23,28,29,38,46,14
5,8,9,15,29,45,18
12,17,26,31,35,48,40
6,10,11,32,34,39,7
5,23,36,38,40,42,1
8,10,16,22,37,38,14
1,23,25,37,39,45,21
4,6,14,16,20,41,2
9,13,15,27,34,42,2
3,9,19,40,44,49,4
9,12,30,33,42,49,4
3,16,24,25,40,43,48
2,3,19,26,27,41,7
5,8,18,26,38,42,2
2,12,19,26,34,46,38
8,20,35,36,45,46,44
1,23,28,46,47,49,6
11,20,31,38,42,46,37
1,15,20,37,47,48,38
2,9,15,16,22,49,7
4,11,34,35,45,48,24
4,12,15,37,41,42,19
3,4,15,23,26,47,12
8,11,12,32,38,45,24
1,25,35,37,44,46,43
3,8,14,18,19,43,29
1,18,31,39,41,47,44
1,20,29,30,35,39,43
11,15,17,21,23,31,9
8,9,14,19,20,33,29
14,23,24,41,44,47,10
1,6,9,16,42,44,3
6,16,24,34,42,43,23
11,20,31,34,36,38,15
7,30,37,41,43,49,10
14,16,25,27,42,49,44
4,36,37,42,45,46,1
12,28,29,35,37,42,8
3,20,21,42,44,46,25
4,8,12,20,22,39,48
3,9,16,40,43,48,42
6,10,19,27,32,41,43
18,23,25,28,35,36,16
16,20,24,30,38,40,6
10,11,14,17,21,45,19
17,24,34,38,42,49,30
5,6,25,33,38,49,47
2,5,27,30,33,48,19
11,12,15,28,43,48,37
2,8,11,14,15,21,31
1,10,37,39,43,44,35
1,9,21,39,40,41,46
6,13,20,21,33,40,26
2,6,8,25,30,45,38
8,19,30,33,37,43,22
6,7,23,31,33,36,24
7,15,20,32,36,44,3
1,17,21,35,36,46,19
9,17,23,26,30,41,19
8,13,16,41,43,46,31
9,10,12,25,33,38,5
1,4,5,15,18,42,6
5,7,11,19,36,42,23
6,8,29,39,46,49,23
6,30,34,45,46,48,29
5,18,20,33,38,40,34
12,14,20,22,37,40,23
5,17,29,34,38,47,26
2,17,28,29,38,49,16
6,7,11,19,47,48,17
1,23,34,37,43,45,9
14,19,31,37,42,45,11
3,6,7,14,16,43,17
14,26,28,35,41,45,33
5,27,28,30,35,42,37
16,18,37,38,45,46,10
2,4,8,27,33,48,14
12,19,30,32,34,36,37
16,32,42,45,46,49,3
6,13,24,31,32,49,3
1,4,7,8,25,31,33
13,21,23,27,31,49,19
12,19,23,42,44,48,33
26,28,35,39,44,45,18
10,16,26,28,31,33,44
13,28,33,38,43,48,4
6,26,27,44,45,46,2
6,7,15,31,36,44,29
8,13,18,26,34,36,17
6,18,26,39,42,45,14
7,8,10,12,47,48,38
12,16,26,32,41,48,1
7,28,30,41,45,48,44
2,8,25,39,43,46,13
18,19,27,34,44,48,37
1,13,19,33,38,45,36
5,13,25,30,39,48,36
6,22,36,39,48,49,28
12,15,24,32,39,49,6
2,15,16,31,33,46,40
12,14,20,21,23,31,45
4,13,22,24,26,41,28
28,35,36,38,43,49,47
14,15,25,37,47,49,13
5,6,17,19,20,32,18
4,11,21,39,42,43,10
14,31,33,40,45,46,49
4,10,39,43,45,49,33
10,18,22,34,35,37,41
2,4,6,20,42,47,39
5,15,23,28,31,33,49
8,31,40,44,45,48,6
9,15,16,19,44,49,37
8,20,22,25,38,40,41
9,10,29,32,38,42,37
21,24,28,34,45,49,46
6,22,34,38,40,44,15
1,16,27,28,41,46,38
10,13,21,26,29,47,49
13,31,35,40,47,48,39
11,12,27,41,43,46,36
1,18,30,32,41,48,24
2,11,13,25,34,36,38
10,15,18,43,45,48,11
7,8,11,25,34,43,16
1,16,23,25,36,47,21
1,2,11,26,28,46,16
3,5,20,38,39,44,43
11,17,28,34,36,46,26
20,28,33,41,43,45,10
13,32,35,39,41,42,1
18,24,37,38,43,47,2
9,23,26,28,29,44,31
1,5,9,21,24,49,35
9,12,23,36,44,48,26
2,29,34,40,44,45,1
5,10,13,18,34,35,15
15,29,37,39,48,49,46
2,5,10,19,23,25,11
1,7,12,22,29,31,4
13,21,32,39,42,46,36
1,6,7,25,39,41,5
2,12,15,27,38,40,35
1,5,18,25,35,41,14
11,22,27,29,35,40,48
2,5,12,25,26,38,6
2,12,31,35,43,47,40
16,24,25,38,42,46,6
4,6,7,12,25,47,9
2,11,22,29,34,39,45
23,31,35,40,41,44,21
9,17,18,21,42,48,7
3,5,22,32,42,49,28
3,14,18,22,28,36,47
2,15,22,27,45,48,32
20,25,29,31,37,46,49
1,16,24,31,35,39,21
8,10,12,28,38,42,33
8,9,16,17,19,30,45
3,4,8,9,24,49,23
3,10,19,26,29,48,18
9,36,38,40,46,47,13
9,20,23,26,28,37,44
5,7,11,18,38,40,31
15,17,22,28,36,46,24
10,25,29,34,47,49,17
3,11,13,16,21,36,26
1,4,9,17,19,41,7
4,10,28,44,45,48,39
1,10,27,40,43,44,2
1,2,6,12,18,24,25
3,5,16,17,32,37,24
16,20,22,39,42,46,38
1,16,17,20,22,42,29
1,22,23,43,46,49,33
8,12,16,34,36,47,33
8,15,16,19,30,45,44
1,16,31,38,43,44,42
8,10,17,28,32,34,42
10,15,16,20,27,43,19
1,17,26,27,34,39,13
4,7,13,19,23,49,17
15,19,20,22,28,44,42
5,6,9,18,31,37,32
10,12,16,18,22,29,30
13,18,27,43,47,48,21
5,13,29,31,39,40,33
3,7,12,17,28,44,36
3,7,8,27,37,49,48
5,8,10,31,32,41,11
6,8,18,25,26,36,13
9,13,14,26,30,37,5
1,4,15,20,24,40,32
21,34,38,41,42,49,25
1,2,6,18,20,38,29
17,29,30,33,35,42,10
1,3,6,7,15,27,39
5,12,19,22,25,27,29
1,22,31,41,42,46,36
16,22,26,31,39,43,9
1,3,7,12,30,43,22
6,16,33,37,40,47,28
1,7,9,10,18,27,43
1,15,22,25,38,47,16
12,25,28,40,41,42,29
7,8,21,30,36,44,4
3,21,30,34,44,49,13
1,9,27,33,38,49,31
11,14,27,32,34,49,28
2,3,5,13,33,49,10
1,8,9,12,19,26,49
8,16,24,25,32,33,12
13,23,28,30,38,44,26
